configuration_accession,modality,modality_count,lab,submitted_by,award_component,file_set_accession,assay_term,preferred_assay_titles,aliases,raw_seqspec_version,normalized_seqspec_version,requested_reads,requested_reads_total,expected_fastq_count,supplied_fastq_count,controlled_access,report_path,run_status,pass_count,warning_count,error_count,interpretation_count
IGVFFI0100IOCG,atac,1,"Ansuman Satpathy, Stanford",Christopher Mcginnis,functional characterization,IGVFDS1125HXCL,single-nucleus ATAC-seq,10x multiome with MULTI-seq,ansuman-satpathy:seqspec_igvf_exp16_atac_10x2_NGS2,0.3.0,0.4.0,10000,40000,4,4,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0100IOCG/atac.json,cached,18,2,0,5
IGVFFI0100MVEZ,rna,1,"Ansuman Satpathy, Stanford",Christopher Mcginnis,mapping,IGVFDS5862OZVJ,single-nucleus RNA sequencing assay,10x multiome with MULTI-seq,ansuman-satpathy:seqspec_igvf_exp12_rna_10x3_NGS3,0.3.0,0.4.0,10000,40000,4,4,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0100MVEZ/rna.json,cached,18,3,0,2
IGVFFI0101CMWI,atac,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS5081XXKG,single-cell ATAC-seq,SHARE-seq,buenrostro-bernstein:SS-LS_8660_seqspec,0.3.0,0.4.0,10000,30000,3,3,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0101CMWI/atac.json,cached,15,6,0,10
IGVFFI0103JJRB,rna,1,"Jesse Engreitz, Stanford",Chongyon Park,functional characterization,IGVFDS0385ESBQ,in vitro CRISPR screen using single-cell RNA-seq,Perturb-seq,jesse-engreitz:configuration_file_teloHAEC_2k_IGVFDS0385ESBQ,0.3.0,0.4.0,10000,30000,3,3,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0103JJRB/rna.json,cached,11,5,0,2
IGVFFI0103KUWP,rna,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS0997DPPP,single-cell RNA sequencing assay,SHARE-seq,buenrostro-bernstein:SS-LS_8362_seqspec,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0103KUWP/rna.json,cached,14,6,0,8
IGVFFI0103OJXZ,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS2690TFKE,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0103OJXZ/rna.json,cached,14,5,0,3
IGVFFI0104GCTI,rna,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS1483XTRT,single-cell RNA sequencing assay,SHARE-seq,buenrostro-bernstein:SS-LS_8426_seqspec,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0104GCTI/rna.json,cached,14,6,0,8
IGVFFI0104NZFS,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS8236SOPB,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0104NZFS/rna.json,cached,14,5,0,3
IGVFFI0104ZXFM,rna,1,"Charles Gersbach, Duke",Alejandro Barrera,functional characterization,IGVFDS4167ATUH,in vitro CRISPR screen using single-cell RNA-seq,Perturb-seq,charles-gersbach:mhc-perturb-seq-npc-p300-expr13-run1-lane1-rna-seqspec-config-file,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0104ZXFM/rna.json,cached,10,1,0,2
IGVFFI0106TYTP,rna,1,"Thomas Quertermous, Stanford",Chongyon Park,functional characterization,IGVFDS9901WEMX,in vitro CRISPR screen using single-cell RNA-seq,Parse Perturb-seq,thomas-quertermous:configuration_file_HCASMC2105_dCas9KRABzim3_Parse_large_4F_m,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0106TYTP/rna.json,cached,15,5,0,4
IGVFFI0108AXVA,rna,1,"Jay Shendure, UW",Beth Martin,functional characterization,IGVFDS4834SKZS,,scCRISPR screen,jay-shendure:CRISPRa_singlecell_K562_VPR_10Xlane2_seqlane2_CS1_seqspec,0.3.0,0.4.0,10000,30000,3,3,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0108AXVA/rna.json,cached,16,3,0,3
IGVFFI0108HKUX,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS6825AWHP,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0108HKUX/rna.json,cached,14,5,0,3
IGVFFI0110DIDS,rna,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS7247MKHX,single-cell RNA sequencing assay,SHARE-seq,buenrostro-bernstein:SS-LS_4301_seqspec,0.3.0,0.4.0,10000,30000,3,3,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0110DIDS/rna.json,cached,16,6,0,10
IGVFFI0111DSYJ,atac,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS2143YNMR,single-cell ATAC-seq,SHARE-seq,buenrostro-bernstein:SS-LS_8719_seqspec,0.3.0,0.4.0,10000,30000,3,3,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0111DSYJ/atac.json,cached,15,6,0,10
IGVFFI0114ECKF,atac,1,"Ansuman Satpathy, Stanford",Christopher Mcginnis,mapping,IGVFDS9237NVSE,single-nucleus ATAC-seq,10x multiome with MULTI-seq,ansuman-satpathy:seqspec_igvf_exp12_atac_10x7_NGS4,0.3.0,0.4.0,10000,40000,4,4,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0114ECKF/atac.json,cached,18,2,0,5
IGVFFI0114NNXE,rna,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS3559JQYJ,single-cell RNA sequencing assay,SHARE-seq,buenrostro-bernstein:SS-LS_2408_seqspec_fixed,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0114NNXE/rna.json,cached,14,6,0,8
IGVFFI0114QDJA,rna,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS1420VABF,single-nucleus RNA sequencing assay,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0114QDJA/rna.json,cached,19,3,0,5
IGVFFI0116SQSS,atac,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS1915WBYK,single-nucleus ATAC-seq,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0116SQSS/atac.json,cached,18,2,0,5
IGVFFI0117FVZV,atac,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS6123LRGF,single-cell ATAC-seq,SHARE-seq,buenrostro-bernstein:IGVFFI6922GMNK_seqspec,0.3.0,0.4.0,10000,30000,3,3,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0117FVZV/atac.json,cached,13,7,0,7
IGVFFI0117MNYY,rna,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS1570ICJV,single-cell RNA sequencing assay,SHARE-seq,buenrostro-bernstein:SS-LS_888_seqspec,0.3.0,0.4.0,10000,30000,3,3,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0117MNYY/rna.json,cached,16,6,0,10
IGVFFI0120CWCW,rna,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS2287PFAS,single-nucleus RNA sequencing assay,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0120CWCW/rna.json,cached,19,3,0,5
IGVFFI0121HYLZ,rna,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS7473ITUN,single-nucleus RNA sequencing assay,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0121HYLZ/rna.json,cached,18,3,0,2
IGVFFI0127SKKU,atac,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS3237WAED,single-cell ATAC-seq,SHARE-seq,buenrostro-bernstein:SS-LS_2527_seqspec_fixed,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0127SKKU/atac.json,cached,13,5,0,9
IGVFFI0128WDRA,atac,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS3310NAMG,single-nucleus ATAC-seq,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0128WDRA/atac.json,cached,18,2,0,5
IGVFFI0129MDZP,rna,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS1215JKPP,single-nucleus RNA sequencing assay,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0129MDZP/rna.json,cached,18,3,0,2
IGVFFI0131KNUT,rna,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS2439BCVO,single-cell RNA sequencing assay,SHARE-seq,buenrostro-bernstein:SS-LS_1610_seqspec_fixed,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0131KNUT/rna.json,cached,14,6,0,8
IGVFFI0134XGHB,atac,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS6077CQVA,single-nucleus ATAC-seq,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0134XGHB/atac.json,cached,18,2,0,5
IGVFFI0135GJIJ,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS7908VMTV,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0135GJIJ/rna.json,cached,14,5,0,3
IGVFFI0135KMLT,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS9888LNVB,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0135KMLT/rna.json,cached,14,5,0,3
IGVFFI0137GYKQ,atac,1,"Jimmie Ye, UCSF",Marcus Alvarez,mapping,IGVFDS3375FWEW,single-nucleus ATAC-seq,10x multiome,jimmie-ye:seqspec-XX12-SC2_snATAC_S0,0.3.0,0.4.0,10000,40000,4,4,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0137GYKQ/atac.json,cached,18,2,0,5
IGVFFI0137LKSJ,rna,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS4214PHWD,single-nucleus RNA sequencing assay,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0137LKSJ/rna.json,cached,18,3,0,2
IGVFFI0137XASO,rna,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS0865NCHS,single-nucleus RNA sequencing assay,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0137XASO/rna.json,cached,19,3,0,5
IGVFFI0138CYQY,atac,1,"Ansuman Satpathy, Stanford",Christopher Mcginnis,functional characterization,IGVFDS4158FYXM,single-nucleus ATAC-seq,10x multiome with MULTI-seq,ansuman-satpathy:seqspec_igvf_exp16_atac_10x1_NGS4,0.3.0,0.4.0,10000,40000,4,4,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0138CYQY/atac.json,cached,18,2,0,5
IGVFFI0138NPPY,atac,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS3537VLZQ,single-cell ATAC-seq,SHARE-seq,buenrostro-bernstein:SS-LS_9154_seqspec,0.3.0,0.4.0,10000,30000,3,3,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0138NPPY/atac.json,cached,15,7,0,9
IGVFFI0140GSLN,rna,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS6114MEFE,single-nucleus RNA sequencing assay,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0140GSLN/rna.json,cached,19,3,0,5
IGVFFI0140XZME,rna,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS9565KMHX,single-cell RNA sequencing assay,SHARE-seq,buenrostro-bernstein:SS-LS_2446_seqspec_fixed,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0140XZME/rna.json,cached,14,6,0,8
IGVFFI0143CLGC,rna,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS1601YMKN,single-cell RNA sequencing assay,SHARE-seq,buenrostro-bernstein:SS-LS_2544_seqspec_fixed,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0143CLGC/rna.json,cached,14,5,0,9
IGVFFI0143IATC,atac,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS1961SXPB,single-cell ATAC-seq,SHARE-seq,buenrostro-bernstein:SS-LS_985_seqspec,0.3.0,0.4.0,10000,30000,3,3,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0143IATC/atac.json,cached,15,6,0,10
IGVFFI0143ORQO,atac,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS3537VLZQ,single-cell ATAC-seq,SHARE-seq,buenrostro-bernstein:SS-LS_8578_seqspec,0.3.0,0.4.0,10000,30000,3,3,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0143ORQO/atac.json,cached,15,6,0,10
IGVFFI0143PTLD,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS1511UWOY,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0143PTLD/rna.json,cached,14,5,0,3
IGVFFI0144FOMY,rna,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS8114LYKO,single-nucleus RNA sequencing assay,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0144FOMY/rna.json,cached,19,3,0,5
IGVFFI0144LZVX,atac,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS1480DIMC,single-nucleus ATAC-seq,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0144LZVX/atac.json,cached,18,2,0,5
IGVFFI0145BOWQ,atac,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS1252CYKZ,single-nucleus ATAC-seq,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0145BOWQ/atac.json,cached,18,2,0,5
IGVFFI0146MSJH,atac,1,"Jimmie Ye, UCSF",Marcus Alvarez,mapping,IGVFDS9740WFVA,single-nucleus ATAC-seq,10x multiome,jimmie-ye:seqspec-XX8-SC2_snATAC_S1,0.3.0,0.4.0,10000,40000,4,4,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0146MSJH/atac.json,cached,18,2,0,5
IGVFFI0147QMYN,rna,1,"Ansuman Satpathy, Stanford",Christopher Mcginnis,mapping,IGVFDS1570UJMU,single-nucleus RNA sequencing assay,10x multiome with MULTI-seq,ansuman-satpathy:seqspec_igvf_exp12_rna_10x1_NGS4,0.3.0,0.4.0,10000,40000,4,4,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0147QMYN/rna.json,cached,18,3,0,2
IGVFFI0148LTJD,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS3627DNBN,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0148LTJD/rna.json,cached,14,5,0,3
IGVFFI0148PCXD,atac,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS8726KDVX,single-cell ATAC-seq,SHARE-seq,buenrostro-bernstein:SS-LS_4006_seqspec,0.3.0,0.4.0,10000,30000,3,3,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0148PCXD/atac.json,cached,15,6,0,10
IGVFFI0148XBSR,tag,1,"Ansuman Satpathy, Stanford",Christopher Mcginnis,mapping,IGVFDS5714ISTD,,10x multiome with MULTI-seq,ansuman-satpathy:igvf_exp7_multi_10x2_NGS5,0.3.0,0.4.0,10000,30000,3,3,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0148XBSR/tag.json,cached,16,4,0,3
IGVFFI0153CCOO,atac,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS4938RHAV,single-cell ATAC-seq,SHARE-seq,buenrostro-bernstein:SS-LS_8738_seqspec,0.3.0,0.4.0,10000,30000,3,3,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0153CCOO/atac.json,cached,15,6,0,10
IGVFFI0154GOSA,rna,1,"Jimmie Ye, UCSF",Marcus Alvarez,mapping,IGVFDS4099RLTS,single-nucleus RNA sequencing assay,10x multiome,jimmie-ye:seqspec-XX15-SC3_snRNA_S1,0.3.0,0.4.0,10000,40000,4,4,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0154GOSA/rna.json,cached,19,3,0,5
IGVFFI0155BYAA,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS1552RFWJ,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0155BYAA/rna.json,cached,14,5,0,3
IGVFFI0156WZCU,crispr,1,"Jesse Engreitz, Stanford",Chongyon Park,functional characterization,IGVFDS2031LFEN,,Perturb-seq,jesse-engreitz:configuration_file_teloHAEC_2k_IGVFDS2031LFEN,0.3.0,0.4.0,10000,80000,8,8,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0156WZCU/crispr.json,cached,38,19,0,16
IGVFFI0157HYDX,rna,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS6602FWYC,single-nucleus RNA sequencing assay,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0157HYDX/rna.json,cached,19,3,0,5
IGVFFI0157ONYH,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS5666SBHJ,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0157ONYH/rna.json,cached,14,5,0,3
IGVFFI0158XVAY,rna,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS0654UBEH,single-nucleus RNA sequencing assay,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0158XVAY/rna.json,cached,18,3,0,2
IGVFFI0159XCAV,crispr,1,"Jesse Engreitz, Stanford",Chongyon Park,functional characterization,IGVFDS4697CFEN,,Perturb-seq,jesse-engreitz:configuration_file_teloHAEC_2k_IGVFDS4697CFEN,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0159XCAV/crispr.json,cached,20,9,0,12
IGVFFI0161GBAV,rna,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS9776SMDQ,single-cell RNA sequencing assay,SHARE-seq,buenrostro-bernstein:SS-LS_2330_seqspec_fixed,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0161GBAV/rna.json,cached,14,6,0,8
IGVFFI0161RDYL,atac,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS3368OEWN,single-cell ATAC-seq,SHARE-seq,buenrostro-bernstein:SS-LS_7332_seqspec,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0161RDYL/atac.json,cached,13,5,0,9
IGVFFI0162IPIU,atac,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS3189UXGY,single-cell ATAC-seq,SHARE-seq,buenrostro-bernstein:SS-LS_1423_seqspec_fixed,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0162IPIU/atac.json,cached,13,5,0,9
IGVFFI0164IBJJ,rna,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS6296ORZC,single-nucleus RNA sequencing assay,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0164IBJJ/rna.json,cached,18,3,0,2
IGVFFI0165GPSS,rna,1,"Jimmie Ye, UCSF",Marcus Alvarez,mapping,IGVFDS6567JOJS,single-nucleus RNA sequencing assay,10x multiome,jimmie-ye:seqspec-XX15-SC2_snRNA_S0,0.3.0,0.4.0,10000,40000,4,4,True,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0165GPSS/rna.json,cached,19,3,0,5
IGVFFI0165LJFI,rna,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS3071BBZO,single-nucleus RNA sequencing assay,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0165LJFI/rna.json,cached,18,3,0,2
IGVFFI0166CMRH,rna,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS7168ZWPA,single-nucleus RNA sequencing assay,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0166CMRH/rna.json,cached,18,3,0,2
IGVFFI0166FKLB,crispr,1,"Charles Gersbach, Duke",Alejandro Barrera,functional characterization,IGVFDS9103JUYT,,Perturb-seq,charles-gersbach:mhc-perturb-seq-ipsc-p300-grna8-seqspec,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0166FKLB/crispr.json,cached,12,3,0,2
IGVFFI0166PDSQ,tag,1,"Gary Hon, UT",Mpathi Nzima,functional characterization,IGVFDS2096GWGL,,Perturb-seq,gary-hon:seqspec_IGVFFI3553INWC_hto,0.3.0,0.4.0,10000,30000,3,3,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0166PDSQ/tag.json,cached,18,9,0,10
IGVFFI0168RKWH,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS7131ORBV,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0168RKWH/rna.json,cached,14,5,0,3
IGVFFI0170LGSH,rna,1,"Ali Mortazavi, UCI",Diane Trout,mapping,IGVFDS2665DDUU,single-nucleus RNA sequencing assay,Parse SPLiT-seq,,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0170LGSH/rna.json,cached,14,5,0,3
IGVFFI0173FFGF,atac,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS8584HIUA,single-nucleus ATAC-seq,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0173FFGF/atac.json,cached,18,2,0,5
IGVFFI0174KTVR,rna,1,"Ryan Corces, Gladstone Institute UCSF",Ryan Corces,mapping,IGVFDS4074ZYTU,single-nucleus RNA sequencing assay,10x multiome,,0.3.0,0.4.0,10000,40000,4,4,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0174KTVR/rna.json,cached,19,3,0,5
IGVFFI0174YZLU,rna,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS3398OXZV,single-cell RNA sequencing assay,SHARE-seq,buenrostro-bernstein:SS-LS_1440_seqspec_fixed,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0174YZLU/rna.json,cached,14,6,0,8
IGVFFI0175CZDE,rna,1,"Jason Buenrostro, Broad",Siddarth Wekhande,mapping,IGVFDS1656AIJU,single-cell RNA sequencing assay,SHARE-seq,buenrostro-bernstein:SS-LS_2424_seqspec_fixed,0.3.0,0.4.0,10000,20000,2,2,False,/Users/sinabooeshaghi/projects/seqgen/tmp/igvf_audit_full/reports/IGVFFI0175CZDE/rna.json,cached,14,6,0,8
